epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,2576.35,0.66283,0.73859,1.13194,0.9154,0.89618,0.96114,0.80431,0.75402,0.50218,1.18409,0.000236297,0.000236297,0.000236297
46,2633.65,0.63349,0.67103,1.10732,0.92491,0.86779,0.95197,0.77151,0.8763,0.51921,1.30284,0.000234099,0.000234099,0.000234099
47,2690.69,0.65046,0.70552,1.11325,0.90973,0.86451,0.94964,0.78266,0.81331,0.56941,1.24617,0.000231901,0.000231901,0.000231901
48,2747.64,0.62415,0.69393,1.09992,0.8922,0.8849,0.93509,0.76694,0.85342,0.58512,1.27419,0.000229703,0.000229703,0.000229703
49,2804.73,0.62021,0.67507,1.09793,0.87756,0.90729,0.94922,0.78707,0.81553,0.54731,1.26842,0.000227506,0.000227506,0.000227506
50,2861.8,0.63057,0.69924,1.10541,0.9166,0.87967,0.95673,0.77737,0.85817,0.57943,1.27023,0.000225308,0.000225308,0.000225308
51,2918.66,0.62287,0.70153,1.09843,0.90558,0.87427,0.93318,0.74554,0.93103,0.57684,1.37205,0.00022311,0.00022311,0.00022311
52,2975.66,0.62078,0.64763,1.0952,0.904,0.84241,0.94384,0.7934,0.76402,0.62226,1.21869,0.000220912,0.000220912,0.000220912
53,3032.67,0.63313,0.65566,1.11041,0.9315,0.87621,0.96247,0.76766,0.90138,0.51285,1.31781,0.000218714,0.000218714,0.000218714
54,3089.72,0.64961,0.6728,1.12166,0.93324,0.87695,0.95785,0.7886,0.84206,0.50692,1.31215,0.000216517,0.000216517,0.000216517
55,3146.76,0.62243,0.65611,1.09912,0.8669,0.91281,0.93593,0.76355,0.83358,0.58126,1.31597,0.000214319,0.000214319,0.000214319
56,3203.79,0.62224,0.64052,1.10862,0.89435,0.89666,0.93607,0.77131,0.80461,0.5613,1.25205,0.000212121,0.000212121,0.000212121
57,3260.88,0.60399,0.6277,1.0905,0.92572,0.88772,0.95023,0.79973,0.75514,0.48647,1.22811,0.000209923,0.000209923,0.000209923
58,3317.9,0.62303,0.62249,1.10046,0.94017,0.88299,0.95275,0.77994,0.82844,0.47011,1.28402,0.000207725,0.000207725,0.000207725
59,3374.95,0.61343,0.62927,1.09883,0.90874,0.90271,0.96078,0.80924,0.77628,0.46928,1.22747,0.000205528,0.000205528,0.000205528
60,3432.17,0.59377,0.61679,1.08722,0.91424,0.85359,0.92369,0.75965,0.83876,0.61544,1.29646,0.00020333,0.00020333,0.00020333
61,3489.34,0.61496,0.62703,1.09326,0.92553,0.86011,0.92217,0.76084,0.83211,0.62284,1.27893,0.000201132,0.000201132,0.000201132
62,3546.36,0.60477,0.6032,1.08848,0.91804,0.89116,0.93568,0.76556,0.83952,0.53787,1.28877,0.000198934,0.000198934,0.000198934
63,3603.43,0.59553,0.57461,1.07984,0.89948,0.86538,0.93491,0.77305,0.79155,0.5636,1.25969,0.000196736,0.000196736,0.000196736
64,3660.52,0.59019,0.58157,1.08803,0.91709,0.87597,0.94497,0.76187,0.9134,0.56058,1.35216,0.000194539,0.000194539,0.000194539
65,3717.61,0.5872,0.57762,1.07941,0.90925,0.85578,0.9517,0.78297,0.84524,0.51883,1.30505,0.000192341,0.000192341,0.000192341
66,3774.64,0.58124,0.56366,1.0744,0.87907,0.9102,0.96263,0.77738,0.89196,0.47198,1.3456,0.000190143,0.000190143,0.000190143
67,3831.6,0.59183,0.57061,1.08992,0.90095,0.85615,0.93913,0.76387,0.84995,0.52723,1.29839,0.000187945,0.000187945,0.000187945
68,3888.59,0.5756,0.54862,1.06146,0.93498,0.88005,0.95724,0.78001,0.86377,0.5017,1.32981,0.000185747,0.000185747,0.000185747
69,3945.64,0.58684,0.58693,1.08122,0.90666,0.85409,0.94517,0.75714,0.90063,0.54199,1.33906,0.00018355,0.00018355,0.00018355
70,4002.6,0.59263,0.60563,1.08729,0.94578,0.88968,0.95927,0.76484,0.91723,0.50822,1.39856,0.000181352,0.000181352,0.000181352
71,4059.53,0.58724,0.56516,1.08147,0.90724,0.8956,0.93893,0.78135,0.8014,0.52909,1.25757,0.000179154,0.000179154,0.000179154
72,4116.58,0.58546,0.56394,1.08002,0.91916,0.84105,0.9326,0.76712,0.84275,0.62297,1.31316,0.000176956,0.000176956,0.000176956
73,4173.52,0.5745,0.55445,1.07243,0.93369,0.86971,0.96017,0.79492,0.80513,0.49012,1.26609,0.000174758,0.000174758,0.000174758
74,4230.68,0.57585,0.55323,1.07562,0.90521,0.86987,0.94379,0.77131,0.82839,0.59922,1.26664,0.000172561,0.000172561,0.000172561
75,4287.6,0.56571,0.53361,1.06783,0.90528,0.87288,0.9481,0.76487,0.88471,0.59416,1.32913,0.000170363,0.000170363,0.000170363
76,4344.6,0.56103,0.53911,1.06125,0.88962,0.84396,0.95244,0.774,0.84552,0.60841,1.282,0.000168165,0.000168165,0.000168165
77,4401.58,0.55619,0.53296,1.06014,0.91694,0.86238,0.96073,0.78208,0.86776,0.48607,1.32259,0.000165967,0.000165967,0.000165967
78,4458.65,0.55182,0.51946,1.06099,0.93811,0.88679,0.96235,0.80099,0.79008,0.46601,1.24988,0.000163769,0.000163769,0.000163769
79,4515.73,0.55293,0.51153,1.0575,0.94484,0.87886,0.95905,0.79349,0.82879,0.46315,1.2682,0.000161572,0.000161572,0.000161572
80,4572.79,0.54647,0.51359,1.05759,0.93285,0.88181,0.95511,0.77287,0.88481,0.50061,1.32393,0.000159374,0.000159374,0.000159374
81,4629.81,0.55292,0.51872,1.05911,0.93296,0.88395,0.93978,0.76352,0.84468,0.53589,1.31755,0.000157176,0.000157176,0.000157176
82,4686.84,0.54557,0.50897,1.05618,0.93488,0.89401,0.94441,0.79305,0.78896,0.48392,1.2471,0.000154978,0.000154978,0.000154978
83,4743.84,0.56051,0.50671,1.06187,0.91155,0.88646,0.9495,0.78186,0.84809,0.56008,1.30986,0.00015278,0.00015278,0.00015278
84,4800.95,0.55598,0.51377,1.05904,0.92404,0.8739,0.96062,0.80454,0.76436,0.49357,1.23359,0.000150583,0.000150583,0.000150583
85,4858.02,0.54615,0.49323,1.05677,0.93995,0.88419,0.95842,0.78883,0.83762,0.49205,1.28927,0.000148385,0.000148385,0.000148385
86,4915.2,0.54135,0.49777,1.05655,0.89885,0.88117,0.96302,0.78322,0.86064,0.55054,1.32383,0.000146187,0.000146187,0.000146187
87,4972.31,0.52869,0.48499,1.04988,0.89995,0.85488,0.93594,0.76116,0.87115,0.60886,1.31775,0.000143989,0.000143989,0.000143989
88,5029.28,0.54116,0.49209,1.05054,0.92032,0.87788,0.95367,0.77087,0.85396,0.55005,1.30625,0.000141791,0.000141791,0.000141791
89,5086.33,0.53331,0.48595,1.04902,0.92338,0.88078,0.9371,0.76887,0.84019,0.52883,1.33921,0.000139594,0.000139594,0.000139594
90,5143.48,0.54502,0.49893,1.05368,0.89965,0.87366,0.93467,0.77272,0.83207,0.53067,1.3084,0.000137396,0.000137396,0.000137396
91,5200.54,0.52731,0.4644,1.03996,0.92538,0.87204,0.95526,0.77828,0.85474,0.48244,1.32056,0.000135198,0.000135198,0.000135198
92,5257.65,0.53267,0.45948,1.04869,0.93343,0.87528,0.95734,0.79027,0.84583,0.4661,1.28973,0.000133,0.000133,0.000133
93,5314.78,0.52335,0.4685,1.04262,0.94907,0.90081,0.96732,0.79614,0.8098,0.4552,1.26215,0.000130802,0.000130802,0.000130802
94,5371.97,0.51423,0.45806,1.04081,0.94053,0.86388,0.95407,0.79142,0.79923,0.4922,1.25872,0.000128605,0.000128605,0.000128605
95,5428.89,0.52317,0.46328,1.03596,0.91212,0.87064,0.95127,0.77825,0.82384,0.51359,1.30563,0.000126407,0.000126407,0.000126407
96,5486.11,0.52896,0.47498,1.04897,0.93574,0.88573,0.96032,0.79378,0.8279,0.51106,1.30145,0.000124209,0.000124209,0.000124209
97,5543.13,0.50185,0.4336,1.0342,0.93269,0.89734,0.94728,0.76369,0.86695,0.51988,1.35097,0.000122011,0.000122011,0.000122011
98,5600.16,0.51475,0.44351,1.03362,0.94061,0.86432,0.95885,0.80191,0.77626,0.50514,1.25161,0.000119813,0.000119813,0.000119813
99,5657.28,0.51524,0.43947,1.03797,0.939,0.89373,0.95261,0.76858,0.87827,0.5387,1.33751,0.000117616,0.000117616,0.000117616
100,5714.42,0.49839,0.43301,1.02726,0.92653,0.8565,0.94484,0.76217,0.89312,0.59292,1.36792,0.000115418,0.000115418,0.000115418
101,5771.5,0.49808,0.43416,1.03238,0.91056,0.87006,0.95376,0.7828,0.8277,0.5406,1.29307,0.00011322,0.00011322,0.00011322
102,5828.64,0.49512,0.42819,1.02642,0.93282,0.8788,0.94421,0.77902,0.81787,0.55088,1.28342,0.000111022,0.000111022,0.000111022
103,5885.6,0.49812,0.42949,1.02744,0.92901,0.86512,0.95777,0.77932,0.85149,0.52052,1.32849,0.000108824,0.000108824,0.000108824
104,5942.66,0.49754,0.43075,1.03122,0.92896,0.86871,0.94423,0.77131,0.88045,0.58189,1.33588,0.000106627,0.000106627,0.000106627
105,5999.68,0.5,0.41894,1.03068,0.92364,0.86853,0.93898,0.78656,0.77597,0.60303,1.24566,0.000104429,0.000104429,0.000104429
106,6056.75,0.50256,0.42837,1.03066,0.90464,0.88199,0.94421,0.77417,0.82126,0.58653,1.27225,0.000102231,0.000102231,0.000102231
107,6113.88,0.48774,0.41475,1.02444,0.89888,0.86839,0.9436,0.76643,0.84646,0.58648,1.28376,0.000100033,0.000100033,0.000100033
108,6171.1,0.49231,0.41666,1.03073,0.91659,0.87186,0.93882,0.77348,0.83334,0.5442,1.29467,9.78354e-05,9.78354e-05,9.78354e-05
109,6228.13,0.49235,0.41072,1.02313,0.93664,0.88309,0.95628,0.80026,0.79889,0.51909,1.26997,9.56376e-05,9.56376e-05,9.56376e-05
110,6285.14,0.48323,0.40755,1.01922,0.91741,0.86867,0.94761,0.7884,0.83259,0.5528,1.29579,9.34398e-05,9.34398e-05,9.34398e-05
111,6342.16,0.48746,0.40479,1.02546,0.92322,0.88395,0.95739,0.78677,0.85463,0.53099,1.32423,9.1242e-05,9.1242e-05,9.1242e-05
112,6399.16,0.46641,0.38562,1.01216,0.89275,0.8916,0.95125,0.79124,0.80753,0.56245,1.27437,8.90442e-05,8.90442e-05,8.90442e-05
113,6456.17,0.48608,0.40193,1.02799,0.92505,0.88533,0.95602,0.80319,0.7781,0.51028,1.2502,8.68464e-05,8.68464e-05,8.68464e-05
114,6513.26,0.47796,0.40087,1.01718,0.93351,0.87254,0.95712,0.79229,0.82322,0.52769,1.29638,8.46486e-05,8.46486e-05,8.46486e-05
115,6570.29,0.46826,0.38121,1.01437,0.91896,0.85767,0.96193,0.78506,0.83475,0.53972,1.31594,8.24508e-05,8.24508e-05,8.24508e-05
116,6627.34,0.46517,0.38181,1.00786,0.93632,0.88841,0.95424,0.7708,0.88627,0.56191,1.36848,8.0253e-05,8.0253e-05,8.0253e-05
117,6684.46,0.47642,0.39629,1.02026,0.9282,0.8798,0.95042,0.7672,0.90324,0.57392,1.40243,7.80552e-05,7.80552e-05,7.80552e-05
118,6741.64,0.46027,0.38176,1.00483,0.93067,0.87702,0.95949,0.79723,0.80507,0.50924,1.28137,7.58574e-05,7.58574e-05,7.58574e-05
119,6798.72,0.46268,0.3769,1.00965,0.93906,0.87337,0.95463,0.79629,0.80851,0.51355,1.30229,7.36596e-05,7.36596e-05,7.36596e-05
120,6855.88,0.47145,0.38169,1.00419,0.89845,0.89234,0.95584,0.76984,0.88784,0.5596,1.37539,7.14618e-05,7.14618e-05,7.14618e-05
121,6912.86,0.4586,0.37713,1.00557,0.92529,0.88916,0.95411,0.77566,0.84451,0.4929,1.33416,6.9264e-05,6.9264e-05,6.9264e-05
122,6970.01,0.45147,0.36315,1.00884,0.93844,0.85686,0.96598,0.79192,0.81843,0.50129,1.31258,6.70662e-05,6.70662e-05,6.70662e-05
123,7027.13,0.45299,0.36612,1.0022,0.92484,0.87711,0.9609,0.78667,0.82195,0.49495,1.31409,6.48684e-05,6.48684e-05,6.48684e-05
124,7084.21,0.45202,0.36897,1.00011,0.90132,0.87694,0.95081,0.76967,0.87464,0.57897,1.38274,6.26706e-05,6.26706e-05,6.26706e-05
125,7141.38,0.44993,0.35876,0.99618,0.92474,0.84761,0.94724,0.77528,0.83935,0.54641,1.34466,6.04728e-05,6.04728e-05,6.04728e-05
126,7198.52,0.44758,0.35955,0.9971,0.93168,0.87368,0.95014,0.76788,0.87945,0.53284,1.383,5.8275e-05,5.8275e-05,5.8275e-05
127,7255.61,0.42994,0.33263,0.98695,0.94197,0.86601,0.95088,0.78312,0.83765,0.53207,1.33818,5.60772e-05,5.60772e-05,5.60772e-05
128,7312.81,0.44406,0.35527,0.99994,0.91189,0.87998,0.94886,0.7858,0.81848,0.51815,1.31551,5.38794e-05,5.38794e-05,5.38794e-05
129,7369.82,0.43609,0.34272,0.99958,0.93961,0.8533,0.95087,0.78782,0.802,0.52475,1.28278,5.16816e-05,5.16816e-05,5.16816e-05
130,7426.82,0.44014,0.34175,0.99509,0.9312,0.86009,0.9459,0.77314,0.86449,0.54012,1.36984,4.94838e-05,4.94838e-05,4.94838e-05
131,7483.83,0.42716,0.34084,0.98715,0.92675,0.86296,0.93466,0.77513,0.8358,0.55516,1.33035,4.7286e-05,4.7286e-05,4.7286e-05
132,7540.9,0.43404,0.34595,0.99576,0.92838,0.86561,0.94565,0.78565,0.80608,0.54188,1.30511,4.50882e-05,4.50882e-05,4.50882e-05
133,7597.98,0.42494,0.33315,0.98853,0.90151,0.89051,0.9412,0.76282,0.85032,0.53826,1.34796,4.28904e-05,4.28904e-05,4.28904e-05
134,7655.19,0.42317,0.33453,0.98279,0.86345,0.90455,0.94098,0.77993,0.79765,0.55167,1.29453,4.06926e-05,4.06926e-05,4.06926e-05
135,7712.17,0.42383,0.33573,0.99338,0.9207,0.86471,0.94498,0.76491,0.8556,0.54829,1.37437,3.84948e-05,3.84948e-05,3.84948e-05
136,7769.12,0.41912,0.32731,0.99084,0.91985,0.86866,0.94597,0.77137,0.85086,0.54024,1.36537,3.6297e-05,3.6297e-05,3.6297e-05
137,7826.05,0.41576,0.31826,0.98197,0.91875,0.8696,0.94339,0.76706,0.86079,0.54338,1.38033,3.40992e-05,3.40992e-05,3.40992e-05
138,7883.15,0.41672,0.32351,0.98377,0.92671,0.86713,0.94764,0.77817,0.82664,0.52189,1.34331,3.19014e-05,3.19014e-05,3.19014e-05
139,7940.22,0.41521,0.33413,0.98468,0.90986,0.89016,0.95044,0.78422,0.8134,0.51498,1.32564,2.97036e-05,2.97036e-05,2.97036e-05
140,7997.15,0.41388,0.3238,0.98385,0.93378,0.8714,0.95499,0.79018,0.82331,0.51258,1.34388,2.75058e-05,2.75058e-05,2.75058e-05
141,8054.66,0.2935,0.16751,0.89974,0.92726,0.87108,0.93362,0.76447,0.81391,0.51419,1.33074,2.5308e-05,2.5308e-05,2.5308e-05
142,8111.77,0.28331,0.15802,0.89099,0.9268,0.87744,0.9448,0.76761,0.83848,0.51919,1.36796,2.31102e-05,2.31102e-05,2.31102e-05
143,8168.57,0.28584,0.16231,0.89623,0.92606,0.87606,0.94298,0.76967,0.83267,0.54415,1.35565,2.09124e-05,2.09124e-05,2.09124e-05
144,8225.51,0.27656,0.15404,0.88826,0.92969,0.87405,0.94808,0.77087,0.83158,0.52845,1.3538,1.87146e-05,1.87146e-05,1.87146e-05
145,8282.4,0.27627,0.15183,0.88228,0.93813,0.87402,0.9481,0.77667,0.81554,0.5187,1.33674,1.65168e-05,1.65168e-05,1.65168e-05
146,8339.34,0.26848,0.1498,0.8837,0.92906,0.87478,0.94922,0.77324,0.82183,0.52067,1.35013,1.4319e-05,1.4319e-05,1.4319e-05
147,8396.24,0.27482,0.15233,0.89093,0.92861,0.87529,0.94262,0.77866,0.8051,0.52618,1.33381,1.21212e-05,1.21212e-05,1.21212e-05
148,8453.29,0.26267,0.14871,0.88463,0.92946,0.87375,0.94179,0.77839,0.79844,0.53047,1.32573,9.9234e-06,9.9234e-06,9.9234e-06
149,8510.21,0.26487,0.14894,0.88508,0.93297,0.87161,0.943,0.77605,0.81738,0.5273,1.34377,7.7256e-06,7.7256e-06,7.7256e-06
150,8567.09,0.26383,0.14666,0.8806,0.92675,0.87417,0.94259,0.77951,0.81083,0.5263,1.34236,5.5278e-06,5.5278e-06,5.5278e-06
